Change number	Description	Valid From	Authorization group	Reason for Change	Change Status	Created on	Created by
17764	Dewar name change                       	11/21/2016	    	                                        	1	11/21/2016	TTELEHAL    
17765	"Revert Updts to various Mfg. BOMs, NoAq "	11/22/2016	    	                                        	1	11/22/2016	GDELACRU    
17766	Add Tiesheet                            	11/22/2016	    	                                        	1	11/22/2016	JSCHWALM    
17767	Update for SOP                          	11/22/2016	    	                                        	1	11/22/2016	AREHMAN     
17768	Closure Material Movement BB            	11/22/2016	    	                                        	1	11/22/2016	SBYRD1      
17769	Update for Tech Transfer                	11/22/2016	    	                                        	1	11/22/2016	KSZUCH      
17770	Correct Glycolic Frgnz Wps and TBC Man  	11/22/2016	    	                                        	1	11/22/2016	SVARANAS    
17771	Update for SOP                          	11/22/2016	    	                                        	1	11/22/2016	AREHMAN     
17772	PineSol Preform spec updates            	11/22/2016	    	                                        	1	11/22/2016	TTELEHAL    
17773	ASUIS Update                            	11/22/2016	    	                                        	1	11/22/2016	SBYRD1      
17774	Change materials in recipe 41202        	11/22/2016	    	                                        	1	11/22/2016	ACORONA     
17775	Description changes on JQ Pak codes     	11/23/2016	    	                                        	1	11/23/2016	JGRAHAM     
17776	Update header card                      	11/23/2016	    	                                        	1	11/23/2016	GHAY        
17777	Update lbls in Consumer Unit            	11/23/2016	    	                                        	1	11/23/2016	LPIERCE     
17778	UPDATE LBLS TO THOSE IN USE             	11/23/2016	    	                                        	1	11/23/2016	LPIERCE     
17779	UPDATE LBLS TO CURRENT IN USE           	11/23/2016	    	                                        	1	11/23/2016	LPIERCE     
17780	SKU error corrections.                  	11/23/2016	    	                                        	1	11/23/2016	RMILLER3    
17781	Update Pkg Line and Finished Case DIRs  	11/23/2016	    	                                        	1	11/23/2016	TTELEHAL    
17782	Update supplier                         	11/23/2016	    	                                        	1	11/23/2016	JLOPEZ5     
17783	update Recipe in put                    	11/24/2016	    	                                        	1	11/24/2016	JLOPEZ5     
17784	update property tree data: Dim/Weigth   	11/24/2016	    	                                        	1	11/24/2016	JLOPEZ5     
17785	update Recipe in put                    	11/25/2016	    	                                        	1	11/25/2016	JLOPEZ5     
17786	Correct MTW in AltRcp                   	11/29/2016	    	                                        	1	11/28/2016	GHAY        
17787	Obsolete no longer needed alt recipe    	11/28/2016	    	                                        	1	11/28/2016	TTELEHAL    
17788	Update BUOM                             	11/28/2016	    	                                        	1	11/28/2016	JSCHWALM    
17789	CDW 85mm & 100mm closure spec updates   	11/28/2016	    	                                        	1	11/28/2016	TTELEHAL    
17790	Home care label/case corrections part 2 	11/28/2016	    	                                        	1	11/28/2016	TTELEHAL    
17791	Description changes on JQ Pak codes     	11/28/2016	    	                                        	1	11/28/2016	JGRAHAM     
17792	Update FM                               	11/28/2016	    	                                        	1	11/28/2016	GDELACRU    
17793	Change antistat to Chemstat 273E        	11/28/2016	    	                                        	1	11/28/2016	TTELEHAL    
17794	chg mtrls & quantities                  	11/29/2016	    	                                        	1	11/29/2016	DBAYDO      
17795	Update BUOM                             	11/29/2016	    	                                        	1	11/29/2016	JSCHWALM    
17796	update spec y recipe                    	11/29/2016	    	                                        	1	11/29/2016	JLOPEZ5     
17797	Flavor Crystal Recipe Formula Update    	11/29/2016	    	                                        	1	11/29/2016	SBYRD1      
17798	change description on 27743 alt recipt  	11/29/2016	    	                                        	1	11/29/2016	TTROXEL     
17799	changing trade names of raw matl        	11/29/2016	    	                                        	1	11/29/2016	CCOOKE      
17800	Removed FP and FF locations             	11/29/2016	    	                                        	1	11/29/2016	AKHER       
17801	Update Micro Wording & Sampling Table   	11/29/2016	    	                                        	1	11/29/2016	LBALLENT    
17802	new version # on recipe # 41125         	11/30/2016	    	                                        	1	11/30/2016	JGRAHAM     
17803	Update BUOM                             	11/30/2016	    	                                        	1	11/30/2016	JSCHWALM    
17804	Project JQ changes                      	11/30/2016	    	                                        	1	11/30/2016	TCALHOUN    
17805	Glad IP case update                     	11/30/2016	    	                                        	1	11/30/2016	TTELEHAL    
17806	Fix data for Fact Sheet                 	11/30/2016	    	                                        	1	11/30/2016	DSCHARPI    
17807	Correct Cases/Layer and Layers/Pallet   	11/30/2016	    	                                        	1	11/30/2016	NBECKSTE    
17808	Update Specs for Tech Transfer          	11/30/2016	    	                                        	1	11/30/2016	KSZUCH      
17809	Removed dye preblend specifications     	11/30/2016	    	                                        	1	11/30/2016	AKHER       
17810	"Update Processing Standard, Mfg location"	11/30/2016	    	                                        	1	11/30/2016	AKHER       
17811	New Packaging Line Standard             	11/30/2016	    	                                        	1	11/30/2016	AKHER       
17812	2016 11 30 Spec/Rec Administration      	11/30/2016	    	                                        	1	11/30/2016	KKLOTTER    
17813	Correct CU Rec and CS DIR for Bubbles   	11/30/2016	    	                                        	1	11/30/2016	FCULANG     
17814	Increased film FW from 33.50 to 33.5625 	12/1/2016	    	                                        	1	12/1/2016	CSNORECK    
17815	chg dims                                	12/1/2016	    	                                        	1	12/1/2016	DBAYDO      
17816	Add ASSM-FMP 207242.003 and 207242.002  	12/1/2016	    	                                        	1	12/1/2016	VWILSON4    
17817	LT: TLC requests dup recipe obsoleted   	12/1/2016	    	                                        	1	12/1/2016	LTELEHAL    
17818	Reconcile with Tech Transfer            	12/1/2016	    	                                        	1	12/1/2016	KSZUCH      
17819	Update CU w/ new CTN (.002)             	12/1/2016	    	                                        	1	12/1/2016	NPECCE      
17820	Swap out Label materials                	12/1/2016	    	                                        	1	12/1/2016	ACORONA     
17821	Add alternate resin material            	12/1/2016	    	                                        	1	12/1/2016	TTELEHAL    
17822	Update DIR                              	12/2/2016	    	                                        	1	12/2/2016	JLOPEZ5     
17823	Update PKG ASSM                         	12/2/2016	    	                                        	1	12/2/2016	JSCHWALM    
17824	Juliet 1/4 plt recipe changes           	12/2/2016	    	                                        	1	12/2/2016	TCALHOUN    
17825	Update Carton Specs                     	12/4/2016	    	                                        	1	12/4/2016	SMENDEL     
17826	Obsolete case specs                     	12/5/2016	    	                                        	1	12/5/2016	TTELEHAL    
17827	Update DIR                              	12/5/2016	    	                                        	1	12/5/2016	JSCHWALM    
17828	Update layers per pallet to 4           	12/5/2016	    	                                        	1	12/5/2016	TTELEHAL    
17829	New tray version                        	12/5/2016	    	                                        	1	12/5/2016	GHAY        
17830	LT: Nov 2016 KOBS FERT specs/recipes    	12/5/2016	    	                                        	1	12/5/2016	LTELEHAL    
17831	Change filler Qty per BOM               	12/5/2016	    	                                        	1	12/5/2016	ACORONA     
17832	Update Intermediates Baby Jagguar 2     	12/6/2016	    	                                        	1	12/6/2016	JLOPEZ5     
17833	Extinct cabinet changes                 	12/6/2016	    	                                        	1	12/6/2016	TCALHOUN    
17834	Update Specs for Tech Transfer          	12/6/2016	    	                                        	1	12/6/2016	KSZUCH      
17835	Correcting Monolayer vs Multilayer ID   	12/6/2016	    	                                        	1	12/6/2016	LOLSEN      
17836	"Updates to various Mfg. BOMs, Metrics:  "	12/6/2016	    	                                        	1	12/6/2016	GDELACRU    
17837	Remove water from Fraganzia JQ recipes. 	12/6/2016	    	                                        	1	12/6/2016	JCAPEWEL    
17838	Remove tray                             	12/6/2016	    	                                        	1	12/6/2016	MSCHMID2    
17839	Update Film material #:                 	12/6/2016	    	                                        	1	12/6/2016	GDELACRU    
17840	Holiday 2017 recipe correction          	12/6/2016	    	                                        	1	12/6/2016	CPRESTO3    
17841	Updating wood source for sawdust.       	12/6/2016	    	                                        	1	12/6/2016	DNEYMIT     
17842	Correct BOM Amount                      	12/6/2016	    	                                        	1	12/6/2016	NBECKSTE    
17843	"Update bk lbl,proj.cspk, walmart        "	12/7/2016	    	                                        	1	12/7/2016	LPIERCE     
17844	Project Cobalt - New Sticker Removal    	12/7/2016	    	                                        	1	12/7/2016	SBYRD1      
17845	correct BUOM from 1 to 6                	12/7/2016	    	                                        	1	12/7/2016	DBAYDO      
17846	MTBC Cling Gel Spec Clean-Up            	12/7/2016	    	                                        	1	12/7/2016	TTELEHAL    
17847	Update description and UPC              	12/7/2016	    	                                        	1	12/7/2016	JLOPEZ5     
17848	Obsolete unneeded Glad preblend recipes 	12/7/2016	    	                                        	1	12/7/2016	TTELEHAL    
17849	Update case dims and weights            	12/7/2016	    	                                        	1	12/7/2016	TTELEHAL    
17850	project Juliet changes                  	12/7/2016	    	                                        	1	12/7/2016	TCALHOUN    
17851	Recipe Obsoletion HALBs November 2016   	12/7/2016	    	                                        	1	12/7/2016	TTELEHAL    
17852	Golden Eye(LP)recipe modifications      	12/8/2016	    	                                        	1	12/8/2016	TCALHOUN    
17853	add material to recipe 39219            	12/8/2016	    	                                        	1	12/8/2016	WDURLING    
17854	Change division on pkg specs            	12/8/2016	    	                                        	1	12/8/2016	DSCHARPI    
17855	Update recipe                           	12/8/2016	    	                                        	1	12/8/2016	JSCHWALM    
17856	change bag in multi recipies            	12/8/2016	    	                                        	1	12/8/2016	TTROXEL     
17857	Micro spec updates to 211215.001        	12/8/2016	    	                                        	1	12/8/2016	MRUMLEY     
17858	Golden Eye(LP)recipe modifications      	12/9/2016	    	                                        	1	12/9/2016	TCALHOUN    
17859	change bag in multi recipies            	12/12/2016	    	                                        	1	12/12/2016	TTROXEL     
17860	Canada 8/1.41L PineSol Clnr SprBlsm case	12/12/2016	    	                                        	1	12/12/2016	TTELEHAL    
17861	Component update                        	12/12/2016	    	                                        	1	12/12/2016	GHAY        
17862	Update spec 000000223060 to match COA   	12/12/2016	    	                                        	1	12/12/2016	MRUMLEY     
17863	Obsolete recipe 16588                   	12/12/2016	    	                                        	1	12/12/2016	TTELEHAL    
17864	Update recipe                           	12/12/2016	    	                                        	1	12/12/2016	JSCHWALM    
17865	Update shelf life for FG                	12/12/2016	    	                                        	1	12/12/2016	ACORONA     
17866	update cs to .020 version               	12/12/2016	    	                                        	1	12/12/2016	LPIERCE     
17867	Update DIR and property tree            	12/12/2016	    	                                        	1	12/12/2016	JLOPEZ5     
17868	Update pkg components per Data Cleansing	12/12/2016	    	                                        	1	12/12/2016	LBALLENT    
17869	Update dimensions                       	12/12/2016	    	                                        	1	12/12/2016	CPRESTO3    
17870	Update DOC section and Add'n req's      	12/12/2016	    	                                        	1	12/12/2016	ACORONA     
17871	add alternate material to 41403         	12/13/2016	    	                                        	1	12/13/2016	WDURLING    
17872	JQ recipe changes                       	12/13/2016	    	                                        	1	12/13/2016	TCALHOUN    
17873	Update DIR and property tree            	12/13/2016	    	                                        	1	12/13/2016	JLOPEZ5     
17874	Update ASSM-PKG version                 	12/13/2016	    	                                        	1	12/13/2016	MSCHMID2    
17875	Change Plant load/Max Stack Heights     	12/13/2016	    	                                        	1	12/13/2016	ACORONA     
17876	Update Intermediates Baby Jagguar 2     	12/14/2016	    	                                        	1	12/14/2016	JLOPEZ5     
17877	Update FG WIP                           	12/14/2016	    	                                        	1	12/14/2016	MSCHMID2    
17878	Changing Formula Percentage             	12/14/2016	    	                                        	1	12/14/2016	DPAUL       
17879	Hive Fav Re-Release for IP Dim Update   	12/15/2016	    	                                        	1	12/15/2016	SBYRD1      
17880	"Updating ASUIS for Project 18820, per   "	12/15/2016	    	                                        	1	12/15/2016	CSIMMONS    
17881	Updating CS versions                    	12/16/2016	    	                                        	1	12/15/2016	SGRULLON    
17882	Correcting label specs                  	12/15/2016	    	                                        	1	12/15/2016	LOLSEN      
17883	Correcting Bottle Specification         	12/15/2016	    	                                        	1	12/15/2016	JGLAUBER    
17884	Update DIR and property tree PAL info   	12/16/2016	    	                                        	1	12/16/2016	JLOPEZ5     
17885	JULIET recipe changes                   	12/16/2016	    	                                        	1	12/16/2016	TCALHOUN    
17886	ASSM Hol Recipe Updates                 	12/16/2016	    	                                        	1	12/16/2016	SBYRD1      
17887	Correct Pallet Pattern Height           	12/16/2016	    	                                        	1	12/16/2016	NBECKSTE    
17888	KOBS Duplicate Specifications           	12/16/2016	    	                                        	1	12/16/2016	SBYRD1      
17889	add material to closure spec            	12/16/2016	    	                                        	1	12/16/2016	TCALHOUN    
17890	Update Alt Rcp 41557- Removing Assm-Pkg.	12/19/2016	    	                                        	1	12/19/2016	SGRULLON    
17891	Add Global Item info                    	12/19/2016	    	                                        	1	12/19/2016	JLOPEZ5     
17892	Update Comp Table                       	12/19/2016	    	                                        	1	12/19/2016	LBALLENT    
17893	2016 12 19 Spec/Rec Maintenance         	12/19/2016	    	                                        	1	12/19/2016	KKLOTTER    
17894	Update spec references for pkg materials	12/19/2016	    	                                        	1	12/19/2016	TTELEHAL    
17895	Update WIP on AltRcp                    	12/19/2016	    	                                        	1	12/19/2016	GHAY        
17896	Update WIP on AltRcp                    	12/19/2016	    	                                        	1	12/19/2016	GHAY        
17897	change recipe 37933 - Can you please    	12/19/2016	    	                                        	1	12/19/2016	LBARRET1    
17898	Added supplier to qualified suppliers   	12/19/2016	    	                                        	1	12/19/2016	MYOSHIDA    
17899	Tray/Tie sheet updates                  	12/19/2016	    	                                        	1	12/19/2016	GHAY        
17900	"Updating Doc Dir on Project 18820, per  "	12/20/2016	    	                                        	1	12/20/2016	CSIMMONS    
17901	Correct vitamin E levels in specs for   	12/20/2016	    	                                        	1	12/20/2016	ALEPPLA     
17902	Usage of tie sheets                     	12/20/2016	    	                                        	1	12/20/2016	GHAY        
17903	Add alternate Houston case              	12/20/2016	    	                                        	1	12/20/2016	TTELEHAL    
17904	Update BUOM                             	12/20/2016	    	                                        	1	12/20/2016	JSCHWALM    
17905	update spec y recipe                    	12/21/2016	    	                                        	1	12/21/2016	JLOPEZ5     
17906	Update entire recipe                    	12/21/2016	    	                                        	1	12/21/2016	MSCHMID2    
17907	MTW # correction                        	12/22/2016	    	                                        	1	12/21/2016	GHAY        
17908	Re-release for IP Dim Data              	12/21/2016	    	                                        	1	12/21/2016	SBYRD1      
17909	Update lbl& F-RM for Crispins at U0HJ   	12/21/2016	    	                                        	1	12/21/2016	LPIERCE     
17910	change indicator and user guide specs in	12/21/2016	    	                                        	1	12/21/2016	CUJIHARA    
17911	Recipe Deactivation                     	12/21/2016	    	                                        	1	12/21/2016	SBYRD1      
17912	"Update inputs(CUs in design, FGs in alt)"	12/21/2016	    	                                        	1	12/21/2016	TTELEHAL    
17913	Add regulatory info                     	12/21/2016	    	                                        	1	12/21/2016	TTELEHAL    
17914	Supplier is changing from MRI to        	12/21/2016	    	                                        	1	12/21/2016	SWAITE      
17915	Obsolete spec 000000119223              	12/21/2016	    	                                        	1	12/21/2016	TTELEHAL    
17916	Update Supplier's Material ID field     	12/21/2016	    	                                        	1	12/21/2016	TTELEHAL    
17917	Soy Vay PDM Audit                       	12/21/2016	    	                                        	1	12/21/2016	ACORONA     
17918	Updating wood source for sawdust.       	12/21/2016	    	                                        	1	12/21/2016	DNEYMIT     
17919	Updating wood source for sawdust.       	12/21/2016	    	                                        	1	12/21/2016	DNEYMIT     
17920	Update DIR                              	12/22/2016	    	                                        	1	12/22/2016	JSCHWALM    
17921	Adding DIR 137154 to Spec 244634        	12/22/2016	    	                                        	1	12/22/2016	CSIMMONS    
17922	"Stretch Sleeve Supplier Transition, FG  "	12/22/2016	    	                                        	1	12/22/2016	TFULLER     
17923	Create AltRcp                           	12/22/2016	    	                                        	1	12/22/2016	NRAY        
17924	ID786 CL Update recipe                  	12/23/2016	    	                                        	1	12/23/2016	JLOPEZ5     
17925	Update Recipe                           	12/27/2016	    	                                        	1	12/27/2016	JSCHWALM    
17926	Increasing TA spec                      	12/27/2016	    	                                        	1	12/27/2016	DPAUL       
17927	Update Recipe                           	12/28/2016	    	                                        	1	12/28/2016	JSCHWALM    
17928	Update ctn parts in Pasta Salad Kits    	12/28/2016	    	                                        	1	12/28/2016	LPIERCE     
17929	revise BOM on recipe 38373              	12/28/2016	    	                                        	1	12/28/2016	JMITCHE5    
17930	Update BB Product for AR                	12/28/2016	    	                                        	1	12/28/2016	JLOPEZ5     
17931	Update to new LBL vers. 193934.002      	12/28/2016	    	                                        	1	12/28/2016	MWASHING    
17932	Revert back tp pre PECS status          	12/28/2016	    	                                        	1	12/28/2016	TCALHOUN    
17933	Latam - Changes in Excellence II project	12/29/2016	    	                                        	1	12/29/2016	DCOLLINI    
17934	Changing CUs to FERTs in AltRcp         	12/29/2016	    	                                        	1	12/29/2016	MSCHMID2    
17935	Update to correct case spec             	12/29/2016	    	                                        	1	12/29/2016	MSCHMID2    
17936	Update to correct case spec             	12/30/2016	    	                                        	1	12/29/2016	MSCHMID2    
17937	update pallet information -             	12/29/2016	    	                                        	1	12/29/2016	SWAITE      
17938	Update PKG-ASSM version                 	12/29/2016	    	                                        	1	12/29/2016	MSCHMID2    
17939	Adding colorant info for new color      	12/29/2016	    	Adding colorant info for new color      	1	12/29/2016	MKWIECIE    
17940	Obsolete home care pkg specs            	12/30/2016	    	                                        	1	12/30/2016	TTELEHAL    
17941	Obsolete recipe for FG in F1            	12/30/2016	    	                                        	1	12/30/2016	TTELEHAL    
17942	Correcting Suppliers                    	12/30/2016	    	                                        	1	12/30/2016	TTELEHAL    
17943	ID794 CO Update recipe values           	1/2/2017	    	                                        	1	1/2/2017	JLOPEZ5     
17944	Recipe Obsoletion HALBs December 2016   	1/3/2017	    	                                        	1	1/3/2017	TTELEHAL    
17945	Changing PTFE diluiton to ASSM          	1/3/2017	    	                                        	1	1/3/2017	NDAVIS      
17946	revise name on 242872                   	1/3/2017	    	                                        	1	1/3/2017	JMITCHE5    
17947	2017 01 03 Spec/Rec Maintenance         	1/3/2017	    	                                        	1	1/3/2017	KKLOTTER    
17948	Obsolete CU spec                        	1/3/2017	    	                                        	1	1/3/2017	TTELEHAL    
17949	Update recipe 41613                     	1/3/2017	    	                                        	1	1/3/2017	NRAY        
17950	Update PKG Color projetc                	1/3/2017	    	                                        	1	1/3/2017	JLOPEZ5     
17951	update supplier information             	1/3/2017	    	                                        	1	1/3/2017	SWAITE      
17952	Update the FG WIP                       	1/3/2017	    	                                        	1	1/3/2017	MSCHMID2    
17953	Updating CUS dims due to IP case change 	1/3/2017	    	                                        	1	1/3/2017	TTELEHAL    
17954	Alt Recipe revision FG 19335 and 26617  	1/3/2017	    	                                        	1	1/3/2017	TFULLER     
17955	Adding supplier and trade name          	1/3/2017	    	                                        	1	1/3/2017	MYOSHIDA    
17956	ID802 CL Creation New Mat in PKG        	1/4/2017	    	                                        	1	1/4/2017	JLOPEZ5     
17957	Change in number of eaches in bulk      	1/4/2017	    	                                        	1	1/4/2017	RWOOD       
17958	Changing part weight from 0.87 to 0.44  	1/4/2017	    	                                        	1	1/4/2017	RWOOD       
17959	"Change ""On CofA?"" to reflect CofA info  "	1/4/2017	    	                                        	1	1/4/2017	DPAUL       
17960	ID795                                   	1/4/2017	    	                                        	1	1/4/2017	FPANTOJA    
17961	Zutopia spec and recipe changes         	1/4/2017	    	                                        	1	1/4/2017	TCALHOUN    
17962	Latam - Changes in Formulas             	1/5/2017	    	                                        	1	1/5/2017	DCOLLINI    
17963	revise pallet spec                      	1/5/2017	    	                                        	1	1/5/2017	JMITCHE5    
17964	Latam - Changes in Mistery              	1/5/2017	    	                                        	1	1/5/2017	DCOLLINI    
17965	ID806 MX Update doc and descriptions    	1/5/2017	    	                                        	1	1/5/2017	JLOPEZ5     
17966	RSC from compression strength to ECT    	1/5/2017	    	                                        	1	1/5/2017	TCALHOUN    
17967	ID799 CO Update property tree           	1/5/2017	    	                                        	1	1/5/2017	FPANTOJA    
17968	ID800 MX Update recipe                  	1/5/2017	    	                                        	1	1/5/2017	FPANTOJA    
17969	Update number of cases per pallet       	1/5/2017	    	                                        	1	1/5/2017	TTELEHAL    
17970	Updating wood source for sawdust.       	1/5/2017	    	                                        	1	1/5/2017	DNEYMIT     
17971	Updating wood source for sawdust - edit 	1/5/2017	    	                                        	1	1/5/2017	DNEYMIT     
17972	Fact Sheet                              	1/5/2017	    	                                        	1	1/5/2017	DSCHARPI    
17973	ID790 AR Update recipes                 	1/6/2017	    	                                        	1	1/6/2017	JLOPEZ5     
17974	"removed cs 208003.014, with new cases   "	1/6/2017	    	                                        	1	1/6/2017	MWASHING    
17975	update Recipe in put                    	1/6/2017	    	                                        	1	1/6/2017	JLOPEZ5     
17976	Update MTW Fr&Clr Rcp                   	1/6/2017	    	                                        	1	1/6/2017	NRAY        
17977	Update tie sheet usage                  	1/6/2017	    	                                        	1	1/6/2017	GHAY        
17978	Updt Rcp#41451- remove extra LBL-       	1/7/2017	    	                                        	1	1/7/2017	SGRULLON    
17979	Updt AltRcp 41557 to correct CPOST      	1/7/2017	    	                                        	1	1/7/2017	SGRULLON    
17980	update Recipe in put                    	1/9/2017	    	                                        	1	1/9/2017	JLOPEZ5     
17981	Add pellet size                         	1/9/2017	    	                                        	1	1/9/2017	TTELEHAL    
17982	Tray/Tie sheet updates                  	1/9/2017	    	                                        	1	1/9/2017	GHAY        
17983	Update/ Correct AltRcp Qtys             	1/9/2017	    	                                        	1	1/9/2017	SGRULLON    
17984	Update/ Correct AltRcp Qtys             	1/10/2017	    	                                        	1	1/9/2017	SGRULLON    
17985	ID796 AR Update DIR Customer            	1/9/2017	    	                                        	1	1/9/2017	JLOPEZ5     
17986	update recipe w/new case material       	1/9/2017	    	                                        	1	1/9/2017	TCALHOUN    
17987	Updt Qtys on AltRcp & MTW Rcp           	1/10/2017	    	                                        	1	1/9/2017	SGRULLON    
17988	ID798 AR Update Arts                    	1/10/2017	    	                                        	1	1/10/2017	JLOPEZ5     
17989	CLB 121fo Lt Wt Bottles                 	1/10/2017	    	                                        	1	1/10/2017	TTELEHAL    
17990	New label materials for CON U recipes   	1/10/2017	    	                                        	1	1/10/2017	TCALHOUN    
17991	change PKG ASSM on r/41597              	1/10/2017	    	                                        	1	1/10/2017	TTROXEL     
17992	Correcting qty in recipe                	1/10/2017	    	                                        	1	1/10/2017	LKING2      
17993	Adding Z_PROJECT Identifier             	1/10/2017	    	                                        	1	1/10/2017	LKING2      
17994	ID830 MX Update description             	1/10/2017	    	                                        	1	1/10/2017	JLOPEZ5     
17995	Raise pH spec range for PSS to          	1/10/2017	    	                                        	1	1/10/2017	AKHER       
17996	Add screw cap closure to CON U recipe   	1/10/2017	    	                                        	1	1/10/2017	TCALHOUN    
17997	Update CTN version                      	1/10/2017	    	                                        	1	1/10/2017	MSCHMID2    
17998	Changes after SOP                       	1/10/2017	    	                                        	1	1/10/2017	AREHMAN     
17999	Add black color info to Ultramax MOLDCs 	1/10/2017	    	                                        	1	1/10/2017	MKWIECIE    
18000	Edit recipe to include all PKG items    	1/10/2017	    	                                        	1	1/10/2017	ACORONA     
18001	correct pkging comp on bj pallets       	1/11/2017	    	                                        	1	1/11/2017	LPIERCE     
18002	change recipe 41017                     	1/11/2017	    	                                        	1	1/11/2017	LBARRET1    
18003	Update bottle(s)                        	1/11/2017	    	                                        	1	1/11/2017	GDELACRU    
18004	Updating wood source for sawdust.       	1/11/2017	    	                                        	1	1/11/2017	DNEYMIT     
18005	Updating UOM on AltRcp 41738            	1/11/2017	    	                                        	1	1/11/2017	SGRULLON    
18006	Update Addn'l reqr specs                	1/11/2017	    	                                        	1	1/11/2017	ACORONA     
18007	ID822 CR Update drawing                 	1/12/2017	    	                                        	1	1/12/2017	JLOPEZ5     
18008	Update Tango Wet Post-SOP               	1/12/2017	    	                                        	1	1/12/2017	AREHMAN     
18009	Updating Recipe Inputs                  	1/12/2017	    	                                        	1	1/12/2017	LKING2      
18010	ID825 CL Update recipe mat#             	1/12/2017	    	                                        	1	1/12/2017	JLOPEZ5     
18011	Update BUOM                             	1/12/2017	    	                                        	1	1/12/2017	JSCHWALM    
18012	Change from APC to Multi-Surface Clnr   	1/12/2017	    	                                        	1	1/12/2017	TCALHOUN    
18013	Obsolete extra recipes created in error 	1/12/2017	    	                                        	1	1/12/2017	TTELEHAL    
18014	FERT 27979: Changing the Division from  	1/12/2017	    	                                        	1	1/12/2017	CSIMMONS    
18015	Re-Release for Division Update          	1/12/2017	    	                                        	1	1/12/2017	SBYRD1      
18016	Production of the 78162FRM7 SKU is being	1/12/2017	    	                                        	1	1/12/2017	RMILLER3    
18017	update recipes w/new label versions     	1/12/2017	    	                                        	1	1/12/2017	TCALHOUN    
18018	update property tree per supplier notes 	1/12/2017	    	                                        	1	1/12/2017	TCALHOUN    
18019	Updating weights for CA Blch CUS specs  	1/13/2017	    	                                        	1	1/13/2017	TTELEHAL    
18020	Adding Units/BUOM                       	1/13/2017	    	                                        	1	1/13/2017	LKING2      
18021	Updating DIRs and spec reference        	1/13/2017	    	                                        	1	1/13/2017	LKING2      
18022	update recipes with a different closure 	1/13/2017	    	                                        	1	1/13/2017	TCALHOUN    
18023	JQ Changes for Aberdeen. Tidy up of     	1/13/2017	    	                                        	1	1/13/2017	JCAPEWEL    
18024	Update BB Product for AR                	1/16/2017	    	                                        	1	1/16/2017	JLOPEZ5     
18025	Altering FSP to reflect logo change     	1/16/2017	    	                                        	1	1/16/2017	CSIMMONS    
18026	revise BOM on Recipe 40634 & 40635      	1/16/2017	    	                                        	1	1/16/2017	JMITCHE5    
18027	Update for Spec Release                 	1/17/2017	    	                                        	1	1/17/2017	SBYRD1      
18028	Update Change Number                    	1/17/2017	    	                                        	1	1/17/2017	SBYRD1      
18029	"ECN for material update, no data change "	1/17/2017	    	                                        	1	1/17/2017	LKING2      
18030	update composition table for spec 238946	1/17/2017	    	                                        	1	1/17/2017	CCOOKE      
18031	Change recipe                           	1/17/2017	    	                                        	1	1/17/2017	DSCHARPI    
18032	updating res/mold amts on rec.          	1/17/2017	    	                                        	1	1/17/2017	EBRODERI    
18033	Update Tie Sheets & Tray                	1/17/2017	    	                                        	1	1/17/2017	JSCHWALM    
18034	Updating wood source for sawdust.       	1/17/2017	    	                                        	1	1/17/2017	DNEYMIT     
18035	change recipe 33525                     	1/18/2017	    	                                        	1	1/18/2017	LBARRET1    
18036	Changing the description of Recipe 41816	1/18/2017	    	                                        	1	1/18/2017	CSIMMONS    
18037	Update Recipe                           	1/18/2017	    	                                        	1	1/18/2017	JSCHWALM    
18038	Fix Naming for Tech Transfer            	1/18/2017	    	                                        	1	1/18/2017	KSZUCH      
18039	Obsolete recipes for CUs in C2 status   	1/18/2017	    	                                        	1	1/18/2017	TTELEHAL    
18040	Update specs ref and rcp descriptions   	1/18/2017	    	                                        	1	1/18/2017	TTELEHAL    
18041	Change Parsley from Group D to E        	1/18/2017	    	                                        	1	1/18/2017	FCULANG     
18042	update composition table                	1/18/2017	    	                                        	1	1/18/2017	CCOOKE      
18043	Correct Project Pavehawk specs          	1/18/2017	    	                                        	1	1/18/2017	SMENDEL     
18044	ID846 AR Update property tree Case      	1/19/2017	    	                                        	1	1/19/2017	JLOPEZ5     
18045	Removing FILM from BOM (not recipe)     	1/19/2017	    	                                        	1	1/19/2017	MSCHMID2    
18046	Update MMI                              	1/19/2017	    	                                        	1	1/19/2017	JSCHWALM    
18047	Update AltRcp w/ new indicator          	1/19/2017	    	                                        	1	1/19/2017	NPECCE      
18048	Updating wood source for sawdust.       	1/19/2017	    	                                        	1	1/19/2017	DNEYMIT     
18049	2017 01 19 Spec/Rec Maintenance         	1/19/2017	    	                                        	1	1/19/2017	KKLOTTER    
18050	Update case consruction                 	1/20/2017	    	                                        	1	1/20/2017	TTELEHAL    
18051	correct a Zutopia recipe                	1/20/2017	    	                                        	1	1/20/2017	TCALHOUN    
18052	ID823 AR Update description             	1/20/2017	    	                                        	1	1/20/2017	JLOPEZ5     
18053	Glad Recipe Change                      	1/20/2017	    	                                        	1	1/20/2017	ACORONA     
18054	update composition table                	1/20/2017	    	                                        	1	1/20/2017	CCOOKE      
18055	Reconcile for Tech Transfer             	1/20/2017	    	                                        	1	1/20/2017	KSZUCH      
18056	Update closure material                 	1/20/2017	    	                                        	1	1/20/2017	TTELEHAL    
